ID,Sex,SpeciesID,Species,Tribe,CollectionDate,CollectionLocation,latitude,longitude
93-03-a,NA,Neogra,Neolamprologus gracilis,Lamprologini,25.04.93,Tembwe DRC,-7.239722,30.119444
91-44-a,NA,XenpaK,Xenotilapia papilio,Ectodini,09.05.91,Tembwe DRC,-7.239722,30.119444
91-06-a,NA,Neopec,Neolamprologus pectoralis,Lamprologini,20.04.91,Tembwe DRC,-7.239722,30.119444
91-06-b,NA,Neopec,Neolamprologus pectoralis,Lamprologini,20.04.91,Tembwe DRC,-7.239722,30.119444
JWA5,M,Neovar,Neolamprologus variostigma,Lamprologini,,Tembwe DRC,-7.239722,30.119444
A206,F,XenpaK,Xenotilapia papilio,Ectodini,,Tembwe DRC,-7.239722,30.119444
95-15,NA,Neopec,Neolamprologus pectoralis,Lamprologini,04.05.95,Tembwe DRC,-7.239722,30.119444
IPD6,F,Lamlem,Lamprologus lemairii,Lamprologini,21.07.14,Toby's Place,-8.623222222,31.20044444
JDC3,NA,Ctehor,Ctenochromis horei,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
JCB1,NA,Xenfla,Xenotilapia flavipinnis,Ectodini,31.07.14,Toby's Place,-8.623222222,31.20044444
IQF8,NA,Lepelo,Lepidiolamprologus elongatus,Lamprologini,22.07.14,Toby's Place,-8.623222222,31.20044444
IUB3,F,Trenig,Trematocara nigrifrons,Trematocarini,25.07.14,Toby's Place,-8.623222222,31.20044444
IPB1,NA,Auldew,Aulonocranus dewindti,Ectodini,20.07.14,Toby's Place,-8.623222222,31.20044444
IPA8,NA,Permic,Perissodus microlepis,Perissodini,20.07.14,Toby's Place,-8.623222222,31.20044444
JDC7,NA,Neomod,Neolamprologus modestus,Lamprologini,01.08.14,Toby's Place,-8.623222222,31.20044444
IPD3,F,Ophnas,Ophthalmotilapia nasuta,Ectodini,21.07.14,Toby's Place,-8.623222222,31.20044444
JDC1,NA,Simdia,Simochromis diagramma,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
IPB8,NA,Intloo,Interochromis loocki,Tropheini,20.07.14,Toby's Place,-8.623222222,31.20044444
IUB1,F,Trenig,Trematocara nigrifrons,Trematocarini,25.07.14,Toby's Place,-8.623222222,31.20044444
IYE5,NA,Intloo,Interochromis loocki,Tropheini,29.07.14,Toby's Place,-8.623222222,31.20044444
IUB2,F,Trenig,Trematocara nigrifrons,Trematocarini,25.07.14,Toby's Place,-8.623222222,31.20044444
IYD8,NA,Altcom,Altolamprologus compressiceps,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
IQF7,NA,Chabri,Chalinochromis brichardi,Lamprologini,22.07.14,Toby's Place,-8.623222222,31.20044444
JDC8,NA,Ctehor,Ctenochromis horei,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
IQD7,NA,Lepelo,Lepidiolamprologus elongatus,Lamprologini,22.07.14,Toby's Place,-8.623222222,31.20044444
JDC9,NA,Asplep,Asprotilapia leptura,Ectodini,01.08.14,Toby's Place,-8.623222222,31.20044444
JDD6,NA,Julorn,Julidochromis ornatus,Lamprologini,01.08.14,Toby's Place,-8.623222222,31.20044444
IQE7,NA,Pcybri,Paracyprichromis sp. "brieni south",Cyprichromini,22.07.14,Toby's Place,-8.623222222,31.20044444
ISF5,M,Cyafur,Cyathopharynx furcifer,Ectodini,23.07.14,Toby's Place,-8.623222222,31.20044444
IYI6,NA,Auldew,Aulonocranus dewindti,Ectodini,29.07.14,Toby's Place,-8.623222222,31.20044444
JCI7,NA,Peteph,Petrochromis ephippium,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
IYE2,NA,Loblab,Lobochilotes labiatus,Tropheini,29.07.14,Toby's Place,-8.623222222,31.20044444
JDD9,NA,Ctehor,Ctenochromis horei,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
IPA9,NA,Xenspi,Xenotilapia spilopterus,Ectodini,20.07.14,Toby's Place,-8.623222222,31.20044444
ISI2,M,Cyplep,Cyprichromis leptosoma,Cyprichromini,24.07.14,Toby's Place,-8.623222222,31.20044444
IYE7,NA,Altcom,Altolamprologus compressiceps,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
IPD8,NA,Neosav,Neolamprologus savoryi,Lamprologini,21.07.14,Toby's Place,-8.623222222,31.20044444
IPC6,F,Ophnas,Ophthalmotilapia nasuta,Ectodini,20.07.14,Toby's Place,-8.623222222,31.20044444
JCI8,NA,Petfam,Petrochromis famula,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
ISE1,NA,Lepelo,Lepidiolamprologus elongatus,Lamprologini,23.07.14,Toby's Place,-8.623222222,31.20044444
IQF6,NA,Chabri,Chalinochromis brichardi,Lamprologini,22.07.14,Toby's Place,-8.623222222,31.20044444
IYB8,NA,Neochr,Neolamprologus christyi,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
LPA4,M,Telvit,Telmatochromis vittatus,Lamprologini,23.08.16,Toby's Place,-8.623222222,31.20044444
GPI1,NA,Petfas,Petrochromis fasciolatus,Tropheini,05.09.14,Toby's Place,-8.623222222,31.20044444
IQI3,NA,Altfas,Neolamprologus fasciatus,Lamprologini,22.07.14,Toby's Place,-8.623222222,31.20044444
IYE8,NA,Altcom,Altolamprologus compressiceps,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
IYE9,NA,Petpol,Petrochromis polyodon,Tropheini,29.07.14,Toby's Place,-8.623222222,31.20044444
LHI1,M,Neopro,Neolamprologus prochilus,Lamprologini,25.08.15,Toby's Place,-8.623222222,31.20044444
IPA6,F,Cyafur,Cyathopharynx furcifer,Ectodini,20.07.14,Toby's Place,-8.623222222,31.20044444
IYC5,NA,Chabri,Chalinochromis brichardi,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
IPC1,F,Peteph,Petrochromis ephippium,Tropheini,20.07.14,Toby's Place,-8.623222222,31.20044444
IPB6,F,Intloo,Interochromis loocki,Tropheini,20.07.14,Toby's Place,-8.623222222,31.20044444
IPI8,NA,Neotet,Neolamprologus tetracanthus,Lamprologini,21.07.14,Toby's Place,-8.623222222,31.20044444
GPI4,NA,Pethor,Petrochromis horii,Tropheini,05.09.14,Toby's Place,-8.623222222,31.20044444
GPI5,NA,Pethor,Petrochromis horii,Tropheini,05.09.14,Toby's Place,-8.623222222,31.20044444
GPI6,NA,Petmac,Petrochromis macrognathus,Tropheini,05.09.14,Toby's Place,-8.623222222,31.20044444
ISF7,NA,Lepatt,Lepidiolamprologus attenuatus,Lamprologini,23.07.14,Toby's Place,-8.623222222,31.20044444
JCF8,M,Calmac,Callochromis macrops,Ectodini,01.08.14,Toby's Place,-8.623222222,31.20044444
JDD2,NA,Psccur,Pseudosimochromis curvifrons,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
ISD6,NA,Xenfla,Xenotilapia flavipinnis,Ectodini,23.07.14,Toby's Place,-8.623222222,31.20044444
JDE1,NA,Ctehor,Ctenochromis horei,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
IUB4,F,Trenig,Trematocara nigrifrons,Trematocarini,25.07.14,Toby's Place,-8.623222222,31.20044444
IPC3,NA,Neotet,Neolamprologus tetracanthus,Lamprologini,20.07.14,Toby's Place,-8.623222222,31.20044444
JCF9,NA,Julorn,Julidochromis ornatus,Lamprologini,01.08.14,Toby's Place,-8.623222222,31.20044444
IPD9,NA,Neosav,Neolamprologus savoryi,Lamprologini,21.07.14,Toby's Place,-8.623222222,31.20044444
IPC8,F,Ophnas,Ophthalmotilapia nasuta,Ectodini,21.07.14,Toby's Place,-8.623222222,31.20044444
IYI7,NA,Xenspi,Xenotilapia spilopterus,Ectodini,29.07.14,Toby's Place,-8.623222222,31.20044444
IYB6,NA,Varmoo,Variabilichromis moorii,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
LHH9,M,Neopro,Neolamprologus prochilus,Lamprologini,25.08.15,Toby's Place,-8.623222222,31.20044444
JCG8,NA,Peteph,Petrochromis ephippium,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
IUF8,F,Xensim,Xenotilapia sima,Ectodini,25.07.14,Toby's Place,-8.623222222,31.20044444
JCB2,NA,Xenfla,Xenotilapia flavipinnis,Ectodini,31.07.14,Toby's Place,-8.623222222,31.20044444
JCB3,NA,Xenfla,Xenotilapia flavipinnis,Ectodini,31.07.14,Toby's Place,-8.623222222,31.20044444
ISD7,NA,Xenfla,Xenotilapia flavipinnis,Ectodini,23.07.14,Toby's Place,-8.623222222,31.20044444
JCI2,NA,Julorn,Julidochromis ornatus,Lamprologini,01.08.14,Toby's Place,-8.623222222,31.20044444
IPI7,NA,Neotet,Neolamprologus tetracanthus,Lamprologini,21.07.14,Toby's Place,-8.623222222,31.20044444
JCH7,NA,Peteph,Petrochromis ephippium,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
IQA6,NA,Xenspi,Xenotilapia spilopterus,Ectodini,21.07.14,Toby's Place,-8.623222222,31.20044444
JCI3,NA,Julorn,Julidochromis ornatus,Lamprologini,01.08.14,Toby's Place,-8.623222222,31.20044444
ISE8,NA,Altcom,Altolamprologus compressiceps,Lamprologini,23.07.14,Toby's Place,-8.623222222,31.20044444
IPD2,F,Ophnas,Ophthalmotilapia nasuta,Ectodini,21.07.14,Toby's Place,-8.623222222,31.20044444
ISF6,NA,Lamlem,Lamprologus lemairii,Lamprologini,23.07.14,Toby's Place,-8.623222222,31.20044444
IQH2,M,Ophven,Ophthalmotilapia ventralis,Ectodini,22.07.14,Toby's Place,-8.623222222,31.20044444
IQH6,M,Xenbou,Xenotilapia boulengeri,Ectodini,22.07.14,Toby's Place,-8.623222222,31.20044444
IPA3,M,Chabri,Chalinochromis brichardi,Lamprologini,20.07.14,Toby's Place,-8.623222222,31.20044444
ISD4,NA,Lamlem,Lamprologus lemairii,Lamprologini,23.07.14,Toby's Place,-8.623222222,31.20044444
JCH8,M,Calmac,Callochromis macrops,Ectodini,01.08.14,Toby's Place,-8.623222222,31.20044444
IPA4,F,Cyafur,Cyathopharynx furcifer,Ectodini,20.07.14,Toby's Place,-8.623222222,31.20044444
IPC9,M,Ophnas,Ophthalmotilapia nasuta,Ectodini,21.07.14,Toby's Place,-8.623222222,31.20044444
IPD1,M,Ophnas,Ophthalmotilapia nasuta,Ectodini,21.07.14,Toby's Place,-8.623222222,31.20044444
IPB5,F,Intloo,Interochromis loocki,Tropheini,20.07.14,Toby's Place,-8.623222222,31.20044444
IYC6,NA,Chabri,Chalinochromis brichardi,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
IYB2,NA,Neosav,Neolamprologus savoryi,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
JCI4,NA,Calmac,Callochromis macrops,Ectodini,01.08.14,Toby's Place,-8.623222222,31.20044444
GPH8,M,Petfas,Petrochromis fasciolatus,Tropheini,05.09.14,Toby's Place,-8.623222222,31.20044444
IYD7,NA,Chabri,Chalinochromis brichardi,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
ISE2,M,Simple,Pseudosimochromis babaulti (South),Tropheini,23.07.14,Toby's Place,-8.623222222,31.20044444
ITG7,F,Auldew,Aulonocranus dewindti,Ectodini,24.07.14,Toby's Place,-8.623222222,31.20044444
IUA8,F,Trenig,Trematocara nigrifrons,Trematocarini,25.07.14,Toby's Place,-8.623222222,31.20044444
ISD5,NA,Neopul,Neolamprologus pulcher,Lamprologini,23.07.14,Toby's Place,-8.623222222,31.20044444
ITF5,M,Cypcol,Cyprichromis coloratus,Cyprichromini,24.07.14,Toby's Place,-8.623222222,31.20044444
IPB9,NA,Intloo,Interochromis loocki,Tropheini,20.07.14,Toby's Place,-8.623222222,31.20044444
IPC2,NA,Xenspi,Xenotilapia spilopterus,Ectodini,20.07.14,Toby's Place,-8.623222222,31.20044444
IUB5,F,Trenig,Trematocara nigrifrons,Trematocarini,25.07.14,Toby's Place,-8.623222222,31.20044444
JCG1,NA,Julorn,Julidochromis ornatus,Lamprologini,01.08.14,Toby's Place,-8.623222222,31.20044444
ISE7,NA,Altcom,Altolamprologus compressiceps,Lamprologini,23.07.14,Toby's Place,-8.623222222,31.20044444
IYC8,NA,Varmoo,Variabilichromis moorii,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
IYC9,NA,Altcom,Altolamprologus compressiceps,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
JCG5,NA,Peteph,Petrochromis ephippium,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
JCG6,NA,Peteph,Petrochromis ephippium,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
JCG7,NA,Peteph,Petrochromis ephippium,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
JDD7,M,Gralem,Grammatotria lemairii,Ectodini,01.08.14,Toby's Place,-8.623222222,31.20044444
IUA9,F,Trenig,Trematocara nigrifrons,Trematocarini,25.07.14,Toby's Place,-8.623222222,31.20044444
IPI4,NA,Neotet,Neolamprologus tetracanthus,Lamprologini,21.07.14,Toby's Place,-8.623222222,31.20044444
IPI6,NA,Neotet,Neolamprologus tetracanthus,Lamprologini,21.07.14,Toby's Place,-8.623222222,31.20044444
JCH6,NA,Simdia,Simochromis diagramma,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
IPI5,NA,Neotet,Neolamprologus tetracanthus,Lamprologini,21.07.14,Toby's Place,-8.623222222,31.20044444
LBC8,M,Neocyl,Neolamprologus cylindricus,Lamprologini,02.08.15,Toby's Place,-8.623222222,31.20044444
IYI5,NA,Xenspi,Xenotilapia spilopterus,Ectodini,29.07.14,Toby's Place,-8.623222222,31.20044444
IYF1,M,Neochr,Neolamprologus christyi,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
IYF2,M,Neosav,Neolamprologus savoryi,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
IYF9,M,Loblab,Lobochilotes labiatus,Tropheini,29.07.14,Toby's Place,-8.623222222,31.20044444
IYG4,M,Psccur,Pseudosimochromis curvifrons,Tropheini,29.07.14,Toby's Place,-8.623222222,31.20044444
IYI8,NA,Neochr,Neolamprologus christyi,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
IQH9,M,Gnapfe,Gnathochromis pfefferi,Tropheini,22.07.14,Toby's Place,-8.623222222,31.20044444
BND5,F,Calmac,Callochromis macrops,Ectodini,05.08.11,Toby's Place,-8.623222222,31.20044444
GPH9,F,Petfas,Petrochromis fasciolatus,Tropheini,05.09.14,Toby's Place,-8.623222222,31.20044444
GPI2,F,Petfas,Petrochromis fasciolatus,Tropheini,05.09.14,Toby's Place,-8.623222222,31.20044444
JAD8,NA,Permic,Perissodus microlepis,Perissodini,30.07.14,Toby's Place,-8.623222222,31.20044444
ISB3,F,Neopul,Neolamprologus pulcher,Lamprologini,23.07.14,Toby's Place,-8.623222222,31.20044444
ISC1,F,Julorn,Julidochromis ornatus,Lamprologini,23.07.14,Toby's Place,-8.623222222,31.20044444
JAI1,NA,Neopul,Neolamprologus pulcher,Lamprologini,31.07.14,Toby's Place,-8.623222222,31.20044444
IYC7,NA,Varmoo,Variabilichromis moorii,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
JCA5,NA,Xenfla,Xenotilapia flavipinnis,Ectodini,31.07.14,Toby's Place,-8.623222222,31.20044444
JCA6,NA,Xenfla,Xenotilapia flavipinnis,Ectodini,31.07.14,Toby's Place,-8.623222222,31.20044444
JCB9,M,Enamel,Enantiopus melanogenys,Ectodini,31.07.14,Toby's Place,-8.623222222,31.20044444
JCA7,NA,Xenfla,Xenotilapia flavipinnis,Ectodini,31.07.14,Toby's Place,-8.623222222,31.20044444
JCA8,NA,Xenfla,Xenotilapia flavipinnis,Ectodini,31.07.14,Toby's Place,-8.623222222,31.20044444
JCA9,NA,Xenfla,Xenotilapia flavipinnis,Ectodini,31.07.14,Toby's Place,-8.623222222,31.20044444
JCC3,M,Enamel,Enantiopus melanogenys,Ectodini,31.07.14,Toby's Place,-8.623222222,31.20044444
JCH5,M,Calmac,Callochromis macrops,Ectodini,01.08.14,Toby's Place,-8.623222222,31.20044444
IUC2,M,Tremar,Trematocara marginatum,Trematocarini,25.07.14,Toby's Place,-8.623222222,31.20044444
IUC3,M,Tremar,Trematocara marginatum,Trematocarini,25.07.14,Toby's Place,-8.623222222,31.20044444
AUB6,M,Simple,Pseudosimochromis babaulti (South),Tropheini,19.07.11,Toby's Place,-8.623222222,31.20044444
AUC4,M,Varmoo,Variabilichromis moorii,Lamprologini,19.07.11,Toby's Place,-8.623222222,31.20044444
JCG2,NA,Peteph,Petrochromis ephippium,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
JCG3,NA,Peteph,Petrochromis ephippium,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
JCG4,NA,Peteph,Petrochromis ephippium,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
IPE2,NA,Neosav,Neolamprologus savoryi,Lamprologini,21.07.14,Toby's Place,-8.623222222,31.20044444
IPE4,NA,Lamlem,Lamprologus lemairii,Lamprologini,21.07.14,Toby's Place,-8.623222222,31.20044444
IUD9,F,Tremac,Trematocara macrostoma,Trematocarini,25.07.14,Toby's Place,-8.623222222,31.20044444
IYG9,NA,Intloo,Interochromis loocki,Tropheini,29.07.14,Toby's Place,-8.623222222,31.20044444
JCG9,NA,Petfam,Petrochromis famula,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
JCH1,NA,Petfam,Petrochromis famula,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
JCH2,NA,Petfam,Petrochromis famula,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
JCH4,NA,Petfam,Petrochromis famula,Tropheini,01.08.14,Toby's Place,-8.623222222,31.20044444
IYI2,NA,Auldew,Aulonocranus dewindti,Ectodini,29.07.14,Toby's Place,-8.623222222,31.20044444
AYC7,M,Psccur,Pseudosimochromis curvifrons,Tropheini,30.07.11,Toby's Place,-8.623222222,31.20044444
BND3,M,Calmac,Callochromis macrops,Ectodini,05.08.11,Toby's Place,-8.623222222,31.20044444
LBC6,M,Neocyl,Neolamprologus cylindricus,Lamprologini,02.08.15,Toby's Place,-8.623222222,31.20044444
AXA7,F,Ctehor,Ctenochromis horei,Tropheini,27.07.11,Toby's Place,-8.623222222,31.20044444
GPH7,M,Petfas,Petrochromis fasciolatus,Tropheini,05.09.14,Toby's Place,-8.623222222,31.20044444
LBF3,M,JulmaS,Julidochromis sp. "marlieri south",Lamprologini,03.08.15,Toby's Place,-8.623222222,31.20044444
GPI3,M,Petfas,Petrochromis fasciolatus,Tropheini,05.09.14,Toby's Place,-8.623222222,31.20044444
IPA1,M,Cyafur,Cyathopharynx furcifer,Ectodini,20.07.14,Toby's Place,-8.623222222,31.20044444
AYE5,F,Cyafur,Cyathopharynx furcifer,Ectodini,01.08.11,Toby's Place,-8.623222222,31.20044444
IPB3,M,Neosav,Neolamprologus savoryi,Lamprologini,20.07.14,Toby's Place,-8.623222222,31.20044444
IPB4,M,Lepelo,Lepidiolamprologus elongatus,Lamprologini,20.07.14,Toby's Place,-8.623222222,31.20044444
IPB7,M,Intloo,Interochromis loocki,Tropheini,20.07.14,Toby's Place,-8.623222222,31.20044444
ISA3,F,Tremar,Trematocara marginatum,Trematocarini,22.07.14,Toby's Place,-8.623222222,31.20044444
IYC3,NA,Varmoo,Variabilichromis moorii,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
IPE3,M,Xenbou,Xenotilapia boulengeri,Ectodini,21.07.14,Toby's Place,-8.623222222,31.20044444
IPE5,M,Lepatt,Lepidiolamprologus attenuatus,Lamprologini,21.07.14,Toby's Place,-8.623222222,31.20044444
ISE3,F,Simple,Pseudosimochromis babaulti (South),Tropheini,23.07.14,Toby's Place,-8.623222222,31.20044444
IPE8,M,Permic,Perissodus microlepis,Perissodini,21.07.14,Toby's Place,-8.623222222,31.20044444
ISF1,NA,Neopul,Neolamprologus pulcher,Lamprologini,23.07.14,Toby's Place,-8.623222222,31.20044444
IPF7,M,Neotet,Neolamprologus tetracanthus,Lamprologini,21.07.14,Toby's Place,-8.623222222,31.20044444
IPG7,M,Altfas,Neolamprologus fasciatus,Lamprologini,21.07.14,Toby's Place,-8.623222222,31.20044444
IPG9,M,Auldew,Aulonocranus dewindti,Ectodini,21.07.14,Toby's Place,-8.623222222,31.20044444
IPE6,F,Lepatt,Lepidiolamprologus attenuatus,Lamprologini,21.07.14,Toby's Place,-8.623222222,31.20044444
IPE7,F,Xenbou,Xenotilapia boulengeri,Ectodini,21.07.14,Toby's Place,-8.623222222,31.20044444
JDA9,F,Erecya,Eretmodus cyanostictus,Eretmodini,01.08.14,Toby's Place,-8.623222222,31.20044444
JCB7,NA,Lamlem,Lamprologus lemairii,Lamprologini,31.07.14,Toby's Place,-8.623222222,31.20044444
IPG4,F,Xenspi,Xenotilapia spilopterus,Ectodini,21.07.14,Toby's Place,-8.623222222,31.20044444
IPG5,F,Lepelo,Lepidiolamprologus elongatus,Lamprologini,21.07.14,Toby's Place,-8.623222222,31.20044444
AUE1,M,Simdia,Simochromis diagramma,Tropheini,19.07.11,Toby's Place,-8.623222222,31.20044444
AUE6,M,Lepelo,Lepidiolamprologus elongatus,Lamprologini,20.07.11,Toby's Place,-8.623222222,31.20044444
AUE7,M,Altfas,Neolamprologus fasciatus,Lamprologini,20.07.11,Toby's Place,-8.623222222,31.20044444
ISH4,NA,Lepelo,Lepidiolamprologus elongatus,Lamprologini,23.07.14,Toby's Place,-8.623222222,31.20044444
ISH5,NA,Gnapfe,Gnathochromis pfefferi,Tropheini,23.07.14,Toby's Place,-8.623222222,31.20044444
IPE9,NA,Permic,Perissodus microlepis,Perissodini,21.07.14,Toby's Place,-8.623222222,31.20044444
IPG1,NA,Permic,Perissodus microlepis,Perissodini,21.07.14,Toby's Place,-8.623222222,31.20044444
IPG2,NA,Permic,Perissodus microlepis,Perissodini,21.07.14,Toby's Place,-8.623222222,31.20044444
IPH8,NA,TelteS,Telmatochromis temporalis,Lamprologini,21.07.14,Toby's Place,-8.623222222,31.20044444
IPI2,NA,Neotet,Neolamprologus tetracanthus,Lamprologini,21.07.14,Toby's Place,-8.623222222,31.20044444
IYI1,NA,Auldew,Aulonocranus dewindti,Ectodini,29.07.14,Toby's Place,-8.623222222,31.20044444
AXB5,M,Xenspi,Xenotilapia spilopterus,Ectodini,27.07.11,Toby's Place,-8.623222222,31.20044444
IYI3,NA,Xenspi,Xenotilapia spilopterus,Ectodini,29.07.14,Toby's Place,-8.623222222,31.20044444
IYI4,NA,Xenspi,Xenotilapia spilopterus,Ectodini,29.07.14,Toby's Place,-8.623222222,31.20044444
IUG9,NA,Gralem,Grammatotria lemairii,Ectodini,25.07.14,Toby's Place,-8.623222222,31.20044444
IYB1,NA,Neochr,Neolamprologus christyi,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
IQG8,M,Gnapfe,Gnathochromis pfefferi,Tropheini,22.07.14,Toby's Place,-8.623222222,31.20044444
IYB5,NA,Varmoo,Variabilichromis moorii,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
IQH3,F,Ophven,Ophthalmotilapia ventralis,Ectodini,22.07.14,Toby's Place,-8.623222222,31.20044444
IQH4,F,Ophven,Ophthalmotilapia ventralis,Ectodini,22.07.14,Toby's Place,-8.623222222,31.20044444
IQH7,F,Enamel,Enantiopus melanogenys,Ectodini,22.07.14,Toby's Place,-8.623222222,31.20044444
IQH8,F,Auldew,Aulonocranus dewindti,Ectodini,22.07.14,Toby's Place,-8.623222222,31.20044444
IQI4,F,Permic,Perissodus microlepis,Perissodini,22.07.14,Toby's Place,-8.623222222,31.20044444
IQI7,F,Gnapfe,Gnathochromis pfefferi,Tropheini,22.07.14,Toby's Place,-8.623222222,31.20044444
JAE1,F,Petfas,Petrochromis fasciolatus,Tropheini,30.07.14,Toby's Place,-8.623222222,31.20044444
JAE3,NA,Altfas,Neolamprologus fasciatus,Lamprologini,30.07.14,Toby's Place,-8.623222222,31.20044444
IYC4,NA,Varmoo,Variabilichromis moorii,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
ISC9,F,Altcom,Altolamprologus compressiceps,Lamprologini,23.07.14,Toby's Place,-8.623222222,31.20044444
JAI2,NA,Neopul,Neolamprologus pulcher,Lamprologini,31.07.14,Toby's Place,-8.623222222,31.20044444
ISE4,F,Simple,Pseudosimochromis babaulti (South),Tropheini,23.07.14,Toby's Place,-8.623222222,31.20044444
ISE5,F,Loblab,Lobochilotes labiatus,Tropheini,23.07.14,Toby's Place,-8.623222222,31.20044444
ISF4,F,Cyafur,Cyathopharynx furcifer,Ectodini,23.07.14,Toby's Place,-8.623222222,31.20044444
ISI6,F,Cyplep,Cyprichromis leptosoma,Cyprichromini,24.07.14,Toby's Place,-8.623222222,31.20044444
JCC1,M,Enamel,Enantiopus melanogenys,Ectodini,31.07.14,Toby's Place,-8.623222222,31.20044444
JCC2,M,Enamel,Enantiopus melanogenys,Ectodini,31.07.14,Toby's Place,-8.623222222,31.20044444
JDA2,F,Erecya,Eretmodus cyanostictus,Eretmodini,01.08.14,Toby's Place,-8.623222222,31.20044444
JDA3,F,Erecya,Eretmodus cyanostictus,Eretmodini,01.08.14,Toby's Place,-8.623222222,31.20044444
JDA5,F,Erecya,Eretmodus cyanostictus,Eretmodini,01.08.14,Toby's Place,-8.623222222,31.20044444
IPG3,F,Neotet,Neolamprologus tetracanthus,Lamprologini,21.07.14,Toby's Place,-8.623222222,31.20044444
IYF4,NA,Petfam,Petrochromis famula,Tropheini,29.07.14,Toby's Place,-8.623222222,31.20044444
IYF5,NA,Neosav,Neolamprologus savoryi,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
IYF7,NA,Intloo,Interochromis loocki,Tropheini,29.07.14,Toby's Place,-8.623222222,31.20044444
IUC7,F,Tremar,Trematocara marginatum,Trematocarini,25.07.14,Toby's Place,-8.623222222,31.20044444
IUD2,F,Tremar,Trematocara marginatum,Trematocarini,25.07.14,Toby's Place,-8.623222222,31.20044444
IUD4,F,Tremac,Trematocara macrostoma,Trematocarini,25.07.14,Toby's Place,-8.623222222,31.20044444
IUD5,F,Tremac,Trematocara macrostoma,Trematocarini,25.07.14,Toby's Place,-8.623222222,31.20044444
IUD6,F,Tremac,Trematocara macrostoma,Trematocarini,25.07.14,Toby's Place,-8.623222222,31.20044444
IUH1,M,Cyafur,Cyathopharynx furcifer,Ectodini,25.07.14,Toby's Place,-8.623222222,31.20044444
IYH5,NA,Auldew,Aulonocranus dewindti,Ectodini,29.07.14,Toby's Place,-8.623222222,31.20044444
IUG8,F,Xensim,Xenotilapia sima,Ectodini,25.07.14,Toby's Place,-8.623222222,31.20044444
IPI3,NA,Neotet,Neolamprologus tetracanthus,Lamprologini,21.07.14,Toby's Place,-8.623222222,31.20044444
IYH9,NA,Neosav,Neolamprologus savoryi,Lamprologini,29.07.14,Toby's Place,-8.623222222,31.20044444
LBA7,M,JulmaS,Julidochromis sp. "marlieri south",Lamprologini,01.08.15,Toby's Place,-8.623222222,31.20044444
LBC5,M,Neocyl,Neolamprologus cylindricus,Lamprologini,02.08.15,Toby's Place,-8.623222222,31.20044444
IYE3,M,Psccur,Pseudosimochromis curvifrons,Tropheini,29.07.14,Toby's Place,-8.623222222,31.20044444
IYD2,F,Petpol,Petrochromis polyodon,Tropheini,29.07.14,Toby's Place,-8.623222222,31.20044444
IYD3,F,Cyafur,Cyathopharynx furcifer,Ectodini,29.07.14,Toby's Place,-8.623222222,31.20044444
IYD5,F,Petpol,Petrochromis polyodon,Tropheini,29.07.14,Toby's Place,-8.623222222,31.20044444
