DNA Tube ID	Specimen ID	Extracted	Extracted By	Finclip Completely Used	Genome Sequenced (y/n)	on Scicore	second file	Species ID	Sex	Morph	Whole Specimen	Date (YYYY.MM.DD)	Standard Length (cm)	Total Length (cm)	Weight (g)	location
QJA8	S_QJA8							Neoleu	F			2017.02.05	5.4	6.7	2.9	Myako
QJA9	S_QJA9							Neoleu	F			2017.02.06	6.1	7.4	4.7	Bulu Point
QJB1	S_QJB1							Neoleu	M			2017.02.06	5.5	6.7	3.6	Bulu Point
QJB2	S_QJB2							Neoleu	M			2017.02.06	7.2	9.5	9.6	Bulu Point
QJB3	S_QJB3							Neoleu	M			2017.02.06	7.4	8.9	8.2	Bulu Point
MPA9	S_MPA9							Telshe	F			2016.09.07	2.9	3.3	0.5	Chibwensolo
MPB1	S_MPB1							Telshe	F			2016.09.07	2.6	3.1	0.4	Chibwensolo
MPB2	S_MPB2							Telshe	M		S_MPB2	2016.09.07	3.9	4.6	1.2	Chibwensolo
MPB3	S_MPB3							Altshe	F			2016.09.07	3.5	4.0	1.1	Chibwensolo
MPB4	S_MPB4							Altshe	M			2016.09.07	3.5	4.1	1.2	Chibwensolo
MPB5	S_MPB5							Altshe	M			2016.09.07	3.2	3.7	0.6	Chibwensolo
MPB6	S_MPB6							Neopro	M			2016.09.08	8.1	9.3	11.4	Katete 2
MPB7	S_MPB7							Plestr	M			2016.09.08	7.2	9.0	7.8	Katete 2
MPB8	S_MPB8							Gralem	F			2016.09.08	14.4	17.8	45.1	Katete 3
MPB9	S_MPB9							Altcal	M			2016.09.08	10.4	12.3	22.6	Katete 2
MPC1	S_MPC1							Altcal	M			2016.09.08	9.1	10.8	16.2	Katete 2
MPC4	S_MPC4							Neobue	M			2016.09.09	6.8	9.0	5.2	Kachese
MPC5	S_MPC5							Neobue	M			2016.09.09	6.3	8.4	4.7	Kachese
MPC6	S_MPC6							Neobue	M			2016.09.09	5.8	7.7	3.2	Kachese
MPC7	S_MPC7							Neobue	F			2016.09.09	5.1	6.7	2.4	Kachese
MPC8	S_MPC8							Neobue	F			2016.09.09	5.2	6.7	2.1	Kachese
MPC9	S_MPC9							Neobue	F			2016.09.09	5.5	7.1	2.6	Kachese
MPD1	S_MPD1							Altcal	F			2016.09.09	5.7	6.6	4.4	Kachese
MPD2	S_MPD2							Altcal	F			2016.09.09	7.2	8.6	8.5	Kachese
MPD4	S_MPD4							Cyafur	F			2016.09.09	11.2	14.2	29.9	Kachese
MPD5	S_MPD5							Boumic	F			2016.09.09	39.0	48.0	1065.0	Kachese
MPD6	S_MPD6							Plestr	F			2016.09.09	9.8	12.0	20.3	Kachese
MPD7	S_MPD7							Altcal	F			2016.09.09	6.5	7.9	7.1	Kachese
Z15	S_Z15	true	Zuza/Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_Z15		Myamya	M							
MPD9	S_MPD9							Ectdes	F			2016.09.10	7.2	9.3	8.0	Ndole bay harbor
MPE1	S_MPE1							Ectdes	F			2016.09.10	7.4	9.5	8.4	Ndole bay harbor
MPE3	S_MPE3							Xensin	M			2016.09.10	9.5	11.7	18.8	Ndole bay harbor
MPE4	S_MPE4							Xensin	M			2016.09.10	9.5	11.8	18.1	Ndole bay harbor
MPE5	S_MPE5							Xensin	M			2016.09.10	9.3	11.4	15.2	Ndole bay harbor
MPE6	S_MPE6							Xensin	F			2016.09.10	8.5	10.4	12.7	Ndole bay harbor
MPE7	S_MPE7							Plestr	F			2016.09.10	9.5	11.7	24.1	Mpende Fisheries
MPE8	S_MPE8							Cphgib	F			2016.09.10	14.5	18.2	116.4	Mpende Fisheries
MPE9	S_MPE9							Cphgib	M			2016.09.10	9.6	11.8	36.0	Mpende Fisheries
MPF1	S_MPF1							Cphgib	M			2016.09.10	9.8	11.7	32.0	Mpende Fisheries
MPF2	S_MPF2							Cphgib	M			2016.09.10	12.4	14.6	60.8	Mpende Fisheries
MPF4	S_MPF4							LamorS	M			2016.09.10	5.0	5.8	2.4	Ndole bay harbor
MPF5	S_MPF5							LamorS	NA			2016.09.10	5.6	6.5	3.5	Ndole bay harbor
MPF7	S_MPF7							LamorS	F			2016.09.10	3.4	3.8	0.8	Ndole bay harbor
MPF8	S_MPF8							LamorS	F			2016.09.10	3.3	3.8	0.6	Ndole bay harbor
MPF9	S_MPF9							LamorS	F			2016.09.10	3.4	3.9	0.8	Ndole bay harbor
MPG1	S_MPG1							LamorS	M			2016.09.10	5.4	6.3	3.1	Ndole bay harbor
MPG2	S_MPG2							Oretan	F			2016.09.10	18.6	22.6	233.3	Ndole bay harbor
MPG3	S_MPG3							Oretan	M			2016.09.10	12.8	16.1	73.4	Ndole bay harbor
MPG4	S_MPG4							Boumic	F			2016.09.11	38.0		1200.0	Mpende Fisheries
MPG5	S_MPG5							Plestr	F			2016.09.11	7.6	9.4	11.4	Mpende Fisheries
MPG6	S_MPG6							Cyafoa	F			2016.09.11	11.0	14.1	32.5	Mpende Fisheries
MPG7	S_MPG7							Cyafoa	F			2016.09.11	10.0	13.2	26.2	Mpende Fisheries
MPG8	S_MPG8							Xensin	F			2016.09.11	7.6	9.6	9.3	Ndole bay harbor
MPG9	S_MPG9							Neopro	M			2016.09.12	7.8	9.4	13.2	Ndole bay harbor
MPH2	S_MPH2							Neopro	M?			2016.09.12	5.4	6.5	3.9	Ndole bay harbor
MPH3	S_MPH3							Xensin	F			2016.09.12	7.8	9.6	8.6	Ndole bay harbor
MOA1	S_MOA1							Pcynig	M			2016.08.30	6.8	9.1	5.1	Chituta
MOA2	S_MOA2							Pcynig	M			2016.08.30	6.8	8.6	4.7	Chituta
MOA3	S_MOA3							Pcynig	M			2016.08.30	6.7	9.1	4.5	Chituta
MOA4	S_MOA4							Pcynig	F			2016.08.30	5.2	6.5	2.0	Chituta
MOA5	S_MOA5							Pcynig	F			2016.08.30	5.4	6.8	2.1	Chituta
MOA6	S_MOA6							Pcynig	F			2016.08.30	5.1	6.4	1.8	Chituta
MOA7	S_MOA7							Plestr	M			2016.08.30	10.9	13.2	35.7	Chituta
MOA8	S_MOA8							Plestr	M			2016.08.30	9.4	11.7	19.2	Chituta
MOA9	S_MOA9							Cphgib	F			2016.08.30	9.7	12.0	32.2	Chituta
MOB1	S_MOB1							Xenpap	M			2016.08.30	6.2	8.1	3.4	Chituta
MOB2	S_MOB2							Xenpap	M			2016.08.30	6.0	7.8	3.4	Chituta
MOB3	S_MOB3							Xenpap	F			2016.08.30	5.2	6.6	2.2	Chituta
MOG5	S_MOG5							Julreg	F			2016.09.06	6.5	7.8	5.7	Chimba
MOG6	S_MOG6							Juldic	F			2016.09.06	7.8	9.3	11.2	Chimba
MOG7	S_MOG7							Juldic	M			2016.09.06	7.4	9.0	8.4	Chimba
MOG8	S_MOG8							Juldic	F			2016.09.06	6.4	7.9	5.2	Chimba
MOG9	S_MOG9							Juldic	M			2016.09.06	7.2	8.7	7.2	Chimba
MOH1	S_MOH1							Juldic	M			2016.09.06	7.3	8.7	7.3	Chimba
MOH2	S_MOH2							Juldic	F			2016.09.06	7.9	9.7	11.2	Chimba
MOI9	S_MOI9							Neomul	F			2016.09.07	1.7	2.2	0.1	Chibwensolo
MOD4	S_MOD4							Bathor	NA		S_MOD4	2016.09.01	14.3	17.3	44.9	Mpulungu Fishmarket
MOD5	S_MOD5							Cypkan	F		S_MOD5	2016.09.02	7.4	9.4	8.0	Kanfonki
MOD6	S_MOD6							Cypkan	F		S_MOD6	2016.09.02	8.2	10.1	10.1	Kanfonki
MOD7	S_MOD7							Cypkan	F		S_MOD7	2016.09.02	8.2	10.2	9.9	Kanfonki
MOD8	S_MOD8							Cypkan	F		S_MOD8	2016.09.02	8.1	9.8	9.2	Kanfonki
MOD9	S_MOD9							Cypkan	M	blue	S_MOD9	2016.09.02	10.0	12.3	19.6	Kanfonki
MOE1	S_MOE1							Cypkan	M	yellow	S_MOE1	2016.09.02	10.0	12.4	19.0	Kanfonki
MOE2	S_MOE2							NeoveS	NA		S_MOE2	2016.09.03	5.3	6.5	3.3	Kabwensolo
MOE5	S_MOE5							NeoveS	M		S_MOE5	2016.09.04	6.3	7.9	5.7	Misepa
MOE6	S_MOE6							NeoveS	M		S_MOE6	2016.09.04	5.6	7.1	3.8	Misepa
MOE7	S_MOE7							NeoveS	M		S_MOE7	2016.09.04	5.7	7.1	3.8	Misepa
MOE8	S_MOE8							NeoveS	F		S_MOE8	2016.09.04	4.9	6.2	2.9	Misepa
MOE9	S_MOE9							Oretan	M			2016.09.05	36.0	44.0	2100.0	Kabyolwe
MOF5	S_MOF5							Cyafur	F			2016.09.06	10.7	14.0	27.4	Chimba
MOF6	S_MOF6							Petmac	F			2016.09.06	14.9	18.5	90.5	Chimba
MOH3	S_MOH3							Trored	F		S_MOH3	2016.09.06	8.6	10.9	27.4	Chimba
MOH4	S_MOH4							Petmac	F			2016.09.06	15.1	18.6	87.8	Chimba
QJB4	S_QJB4							Neoleu	F			2017.02.06	6.5	7.7	5.2	Bulu Point
QJB5	S_QJB5							Neoleu	M			2017.02.06	7.9	9.6	11.2	Bulu Point
QJB6	S_QJB6							Neoleu	F			2017.02.06	4.5	5.4	1.9	Bulu Point
QJB7	S_QJB7							Neoleu	M			2017.02.06	5.3	6.4	3.0	Bulu Point
QJB8	S_QJB8							Neoleu	M			2017.02.06	5.7	6.8	3.6	Bulu Point
QJB9	S_QJB9							Neoleu	M			2017.02.06	4.4	5.3	1.7	Bulu Point
QJC1	S_QJC1							Neoleu	F			2017.02.06	4.9	5.7	2.1	Bulu Point
LNA1	S_LNA1							Auldew	F			2016.08.21	6.3	8.2	6.4	Toby's Place
LNA5	S_LNA5							Petfas	F			2016.08.21	8.4	10.3	23.8	Toby's Place
LNA6	S_LNA6							Gnaper	M?			2016.08.22	9.9	13.6	31.4	Toby's Place
LNA7	S_LNA7							Treuni	F			2016.08.22	11.7	15.0	39.0	Toby's Place
LNA8	S_LNA8							Treuni	F			2016.08.22	11.3	14.6	35.3	Toby's Place
LNB1	S_LNB1							Batfas	M			2016.08.22	18.3	22.1	82.2	Toby's Place
LNB2	S_LNB2							Batgra	M			2016.08.22	15.3	18.9	57.6	Toby's Place
LNB3	S_LNB3							Treuni	F			2016.08.22	11.4	14.8	36.6	Toby's Place
LNB4	S_LNB4							Batgra	F			2016.08.22	14.0	17.5	42.8	Toby's Place
LNB5	S_LNB5							Batgra	M			2016.08.22	16.0	19.7	68.6	Toby's Place
LNB6	S_LNB6							Batgra	F			2016.08.22	58.4	19.4	58.4	Toby's Place
LND2	S_LND2							Gwcsta	M			2016.08.22	11.8	14.7	49.1	Toby's Place
LND7	S_LND7							TelteS	F			2016.08.22	4.9	6.1	3.2	Toby's Place
LND8	S_LND8							Neosex	F			2016.08.22	8.0	9.2	14.0	Toby's Place
LNE2	S_LNE2							Ophnas	F			2016.08.22	8.6	12.1	24.2	Toby's Place
LNE3	S_LNE3							Ophnas	M			2016.08.22	9.8	12.2	25.9	Toby's Place
LNE4	S_LNE4							Ophnas	F			2016.08.22	7.9	10.0	12.6	Toby's Place
LNE8	S_LNE8							Ophnas	M			2016.08.22	10.2	12.6	27.6	Toby's Place
LNE9	S_LNE9							Ophnas	M			2016.08.22	9.7	12.5	24.4	Toby's Place
LNF1	S_LNF1							Cypcol	M			2016.08.22	9.7	12.1	18.2	Toby's Place
LNF2	S_LNF2							Cypcol	M			2016.08.22	9.1	11.4	15.5	Toby's Place
LNF3	S_LNF3							Cypcol	M			2016.08.22	10.4	13.4	20.9	Toby's Place
LNF4	S_LNF4							Lepatt	M			2016.08.22	9.9	12.0	18.9	Toby's Place
LNF8	S_LNF8							Lepatt	M			2016.08.22	10.6	12.8	20.4	Toby's Place
LNF9	S_LNF9							Lamlem	F			2016.08.22	9.8	11.5	24.4	Toby's Place
LNG2	S_LNG2							Lamlem	M			2016.08.22	13.6	16.3	58.7	Toby's Place
LNG8	S_LNG8							Petfam	F			2016.08.22	8.8	10.6	26.3	Toby's Place
LNG9	S_LNG9							Petfam	M			2016.08.22	8.4	10.3	23.1	Toby's Place
LNH1	S_LNH1							Petfam	F			2016.08.22	8.3	10.2	22.3	Toby's Place
LNA9	S_LNA9							Gnaper	F			2016.08.22	11.5	14.2	39.3	Toby's Place
LNB7	S_LNB7							Ophven	M			2016.08.22	8.6	11.1	18.1	Toby's Place
LNB8	S_LNB8							Ctehor	F			2016.08.22	8.9	10.7	18.3	Toby's Place
LNB9	S_LNB9							Ctehor	F			2016.08.22	7.1	8.6	9.4	Toby's Place
LNC1	S_LNC1							Gnapfe	M			2016.08.22	7.2	8.9	9.6	Toby's Place
LNC6	S_LNC6							Varmoo	M			2016.08.22	5.9	6.0	3.6	Toby's Place
LNF7	S_LNF7							Lepatt	F			2016.08.22	8.4	10.3	12.4	Toby's Place
LNG1	S_LNG1							Lepatt	F			2016.08.22	10.1	12.0	21.2	Toby's Place
LNG3	S_LNG3							Lepelo	F			2016.08.22	13.2	15.8	59.7	Toby's Place
LNG4	S_LNG4							Lepelo	F			2016.08.22	12.4	15.0	45.6	Toby's Place
LNG5	S_LNG5							Lepatt	M			2016.08.22	10.9	13.0	24.0	Toby's Place
LPA7	S_LPA7							Simdia	F			2016.08.23	6.7	8.4	10.3	Toby's Place
LPA9	S_LPA9							Petfas	F			2016.08.23	9.3	11.3	25.9	Toby's Place
LPB1	S_LPB1							Petfas	M			2016.08.23	9.3	11.3	26.5	Toby's Place
LPB3	S_LPB3							Petfas	F			2016.08.23	8.8	10.7	25.1	Toby's Place
LPB4	S_LPB4							Petfas	M			2016.08.23	8.1	9.8	15.1	Toby's Place
LPB6	S_LPB6							Petfas	M			2016.08.23	9.5	11.6	31.4	Toby's Place
LPB9	S_LPB9							Asplep	M			2016.08.24	8.9	11.1	10.0	Toby's Place
LPC1	S_LPC1							Asplep	M			2016.08.24	9.1	11.7	8.5	Toby's Place
LPC2	S_LPC2							Asplep	F			2016.08.24	8.5	10.7	8.1	Toby's Place
LPC3	S_LPC3							Asplep	F			2016.08.24	7.5	9.6	5.6	Toby's Place
LPC4	S_LPC4							Asplep	NA			2016.08.24	8.4	10.7	7.7	Toby's Place
LPC6	S_LPC6							Neofur	M			2016.08.24	8.1	11.3	10.3	Toby's Place
LPC7	S_LPC7							Cunlon	F			2016.08.24	9.0	11.4	17.4	Toby's Place
LPC8	S_LPC8							Cunlon	M			2016.08.24	10.4	13.3	29.1	Toby's Place
LPC9	S_LPC9							Cunlon	M			2016.08.24	10.4	13.2	29.0	Toby's Place
LPD1	S_LPD1							Cunlon	F			2016.08.24	9.2	11.6	21.2	Toby's Place
LPD3	S_LPD3							Cyafur	M			2016.08.24	11.7	16.0	41.2	Toby's Place
LPD4	S_LPD4							Neocyl	F			2016.08.24	7.1	8.6	7.7	Toby's Place
LPD5	S_LPD5							Neocyl	F			2016.08.24	6.8	8.4	7.3	Toby's Place
LPD6	S_LPD6							Neocyl	M			2016.08.24	9.4	11.7	18.6	Toby's Place
LPD8	S_LPD8							Psccur	M			2016.08.24	9.5	11.7	30.8	Toby's Place
LPE2	S_LPE2							Loblab	F			2016.08.24	11.1	13.3	37.7	Toby's Place
MUG9	S_MUG9							Permic	F			2016.08.21	8.2	10.4	10.3	Toby's Place
LPE3	S_LPE3							Loblab	F			2016.08.24	10.1	12.0	27.2	Toby's Place
LPE5	S_LPE5							Peteph	M			2016.08.24	12.7	16.1	73.2	Toby's Place
LPE8	S_LPE8							Benhor	M			2016.08.25	13.4	17.0	39.8	Chipwa Fishermen
LPE9	S_LPE9							Benhor	M			2016.08.25	14.8	20.0	62.7	Chipwa Fishermen
LPF1	S_LPF1							Calmac	M			2016.08.25	10.4	13.4	27.7	Toby's Place
LPF2	S_LPF2							Cyafur	M			2016.08.25	13.1	18.2	51.0	Toby's Place
LPF3	S_LPF3							Cyafur	M			2016.08.25	11.4	16.2	37.4	Toby's Place
LPF4	S_LPF4							Gralem	M			2016.08.25	15.6	19.4	72.6	Chipwa Fishermen
LPF5	S_LPF5							Cunlon	F			2016.08.25	8.8	11.1	18.9	Toby's Place
LPF6	S_LPF6							Treuni	M			2016.08.25	11.7	14.8	34.5	Chipwa Fishermen
LPF7	S_LPF7							Gralem	F			2016.08.25	25.4	19.1	65.7	Chipwa Fishermen
LPF8	S_LPF8							Batleo	M			2016.08.25	16.7	20.4	65.3	Chipwa Fishermen
LPF9	S_LPF9							Limdar	M			2016.08.25	16.5	20.2	103.7	Chipwa Fishermen
LPG1	S_LPG1							Gralem	M			2016.08.25	17.8	19.7	75.3	Chipwa Fishermen
LPG3	S_LPG3							Hemste	M			2016.08.25	12.2	15.3	38.6	Chipwa Fishermen
LPG4	S_LPG4							Neocyl	M			2016.08.25	8.0	9.6	10.3	Toby's Place
LPG5	S_LPG5							Xenfla	F			2016.08.25	7.1	9.3	7.7	Toby's Place
LPG6	S_LPG6							Xenfla	M			2016.08.25	7.1	8.9	6.9	Toby's Place
LPG7	S_LPG7							Xenfla	F			2016.08.25	7.1	8.6	6.8	Toby's Place
LPG8	S_LPG8							Xenfla	M			2016.08.25	7.1	8.9	7.4	Toby's Place
LPG9	S_LPG9							Hapmic	M			2016.08.25	14.5	18.1	49.6	Toby's Place
LPH1	S_LPH1							Xenfla	F			2016.08.25	6.8	8.4	6.0	Toby's Place
LPH2	S_LPH2							Lamcal	F			2016.08.25	4.7		3.2	Toby's Place
LPH3	S_LPH3							Lamcal	F			2016.08.25	5.3	6.2	4.5	Toby's Place
LPH4	S_LPH4							Xenfla	M			2016.08.25	6.8	8.6	6.3	Toby's Place
LPH5	S_LPH5							Lamcal	F			2016.08.25	4.6		2.7	Toby's Place
LPH6	S_LPH6							Limdar	M			2016.08.25	19.0	22.8	176.0	Toby's Place
LPH7	S_LPH7							Lamcal	M			2016.08.25	11.7	14.3	36.7	Toby's Place
LPH8	S_LPH8							Lamcal	M			2016.08.25	11.9	14.9	42.8	Toby's Place
LPI1	S_LPI1							Telvit	F			2016.08.25	3.6	4.4	0.8	Toby's Place
LPI2	S_LPI2							Calmac	M			2016.08.25	9.4	12.1	23.3	Toby's Place
LPI3	S_LPI3							Lamoce	M			2016.08.25	4.6	5.5	2.8	Toby's Place
LPI4	S_LPI4							Telvit	F			2016.08.25	3.6	4.2	0.9	Toby's Place
LPI5	S_LPI5							Petpol	M			2016.08.25	13.0	16.4	83.3	Toby's Place
LPI6	S_LPI6							Peteph	M			2016.08.25	9.6	12.0	35.5	Toby's Place
LPI7	S_LPI7							Neochr	NA			2016.08.25	7.1	9.4	9.0	Toby's Place
LPI8	S_LPI8							Neochr	M			2016.08.25	7.8	10.0	9.5	Toby's Place
LPA3	S_LPA3							Xenspi	F			2016.08.23	6.7	8.8	6.4	Toby's Place
LPA4	S_LPA4							Telvit	M		S_LPA4	2016.08.23	8.3	10.2	9.8	Toby's Place
LPA8	S_LPA8							Julorn	M			2016.08.23	7.2	8.6	6.5	Toby's Place
LPB2	S_LPB2							TelteS	F			2016.08.23	5.5	6.6	4.1	Toby's Place
LPB5	S_LPB5							Gnapfe	F			2016.08.23	8.1	10.0	12.9	Toby's Place
LPB7	S_LPB7							Simdia	F			2016.08.23	7.2	8.8	13.5	Toby's Place
LPB8	S_LPB8							Chabri	F			2016.08.23	7.1	8.5	8.5	Toby's Place
LPD2	S_LPD2							Lepatt	F			2016.08.24	8.4	10.0	11.4	Toby's Place
LPD7	S_LPD7							Permic	M			2016.08.24	8.8	10.8	11.8	Toby's Place
LPD9	S_LPD9							Simdia	F			2016.08.24	8.6	10.9	22.4	Toby's Place
LPE1	S_LPE1							Psccur	F			2016.08.24	9.0	10.9	23.4	Toby's Place
LPE4	S_LPE4							Varmoo	F			2016.08.24	9.3	6.6	5.2	Toby's Place
LPE6	S_LPE6							Altfas	F			2016.08.24	4.1	5.0	1.4	Toby's Place
LPG2	S_LPG2							Lepelo	M			2016.08.25	10.9	13.5	36.6	Toby's Place
LPH9	S_LPH9							Altfas	F			2016.08.25	4.8	5.7	2.1	Toby's Place
LPC5	S_LPC5							Cyplep	F			2016.08.24	6.4	7.9	4.8	Toby's Place
LOA1	S_LOA1							Asplep	F			2016.08.23	8.4	11.0	7.6	Isanga
LOA2	S_LOA2							Neocyl	F			2016.08.23	6.1	7.9	4.5	Isanga
LOA3	S_LOA3							Neocyl	M			2016.08.23	8.2	10.0	12.6	Isanga
LOA4	S_LOA4							Tromoo	M			2016.08.23	10.3	13.2	40.8	Isanga
LOA6	S_LOA6							Batfas	M			2016.08.25	20.8	24.5	118.0	Chipwa Fishermen
LOA7	S_LOA7							Batfas	M			2016.08.25	18.5	21.9	86.9	Chipwa Fishermen
LOA8	S_LOA8							Batfas	M			2016.08.25	20.4	24.0	113.5	Chipwa Fishermen
LOB1	S_LOB1							Petpol	F			2016.08.25	14.4	18.0	112.9	Chipwa Fishermen
LOB2	S_LOB2							Petpol	F			2016.08.25	12.8	15.7	77.4	Chipwa Fishermen
LOB3	S_LOB3							Peteph	F			2016.08.25	8.6	10.5	22.5	Chipwa Fishermen
LOB4	S_LOB4							Peteph	M			2016.08.25	9.2	11.1	25.2	Chipwa Fishermen
LOB5	S_LOB5							Gralem	M			2016.08.26	14.9	18.4	55.5	Chipwa Fishermen
LOB6	S_LOB6							Gralem	F			2016.08.26	13.2	16.3	37.1	Chipwa Fishermen
LOB7	S_LOB7							Xenbou	M			2016.08.26	13.2	16.5	48.5	Toby's Place
ONG1	S_ONG1							Telbif	F			2017.01.23	3.3	3.7	0.3	Mabilibili
ONG8	S_ONG8							Telbif	F			2017.01.24	2.7	3.2	0.3	Nondwa Bay
ONG9	S_ONG9							Neonig	M			2017.01.25	5.8	7.1	4.6	Kananiye
ONH1	S_ONH1							Neonig	M			2017.01.25	5.4	6.7	3.7	Kananiye
LOB8	S_LOB8							Xenbou	M			2016.08.26	12.0	15.1	36.0	Toby's Place
LOB9	S_LOB9							Xenbou	F			2016.08.26	7.6	9.9	9.1	Toby's Place
LOC2	S_LOC2							Neosav	M			2016.08.26	6.7	9.0	7.1	Toby's Place
LOC3	S_LOC3							Neosav	M			2016.08.26	6.3	8.9	7.2	Toby's Place
LOC4	S_LOC4							Neosav	M			2016.08.26	6.2	8.5	6.3	Toby's Place
LOC5	S_LOC5							Hapmic	F			2016.08.26	12.1	15.0	36.6	Toby's Place
LOC6	S_LOC6							Hapmic	F			2016.08.26	12.5	16.0	40.2	Toby's Place
LOC7	S_LOC7							Neosav	F			2016.08.26	5.2	7.1	4.3	Toby's Place
LOC8	S_LOC8							Neosav	F			2016.08.26	5.3	7.2	3.9	Toby's Place
LOD1	S_LOD1							Limdar	F			2016.08.26	9.6	11.7	24.4	Toby's Place
LOD2	S_LOD2							Baicen	F			2016.08.26	13.5	16.5	44.9	Chipwa Fishermen
LOD3	S_LOD3							Benhor	F			2016.08.26	14.5	18.1	51.9	Chipwa Fishermen
LOD4	S_LOD4							Benhor	F			2016.08.26	13.9	17.6	47.0	Chipwa Fishermen
LOD5	S_LOD5							Tremac	F			2016.08.26	8.5	10.5	13.1	Chipwa Fishermen
LOD6	S_LOD6							Tremac	M			2016.08.26	7.6	9.5	8.4	Chipwa Fishermen
LOD7	S_LOD7							Gwcbel	F			2016.08.26	11.6		36.5	Chipwa Fishermen
LOD8	S_LOD8							Hemste	M			2016.08.26	13.1	16.4	43.4	Chipwa Fishermen
LOD9	S_LOD9							Hemste	M			2016.08.26	12.2	15.6	36.5	Chipwa Fishermen
LOE2	S_LOE2							Neochr	M			2016.08.26	6.7	8.8	8.5	Chipwa Fishermen
LOE3	S_LOE3							Neochr	F			2016.08.26	8.5	11.7	15.6	Chipwa Fishermen
LOE4	S_LOE4							Neopul	F			2016.08.26	5.3	7.1	4.4	Chipwa Fishermen
LOE5	S_LOE5							TeldhS	F			2016.08.26	4.4	5.2	2.0	Chipwa Fishermen
LOE6	S_LOE6							TeldhS	F			2016.08.26	5.1	6.1	3.0	Chipwa Fishermen
LOE7	S_LOE7							TeldhS	F			2016.08.26	4.8	5.8	2.5	Chipwa Fishermen
MVD6	S_MVD6							XenspN	F			2017.01.18	7.2	8.9	5.4	Nondwa Point
LOE8	S_LOE8							TeldhS	M			2016.08.26	7.5	9.2	10.5	Chipwa Fishermen
LOF7	S_LOF7							Xensin	F			2016.08.26	10.3	13.3	25.7	Toby's Place
LOF8	S_LOF8							Xensin	F			2016.08.26	8.3	11.1	15.6	Toby's Place
LOF9	S_LOF9							Xensin	F			2016.08.26	8.4	11.5	15.5	Toby's Place
LOG1	S_LOG1							Xensin	F			2016.08.26	9.6	12.2	20.6	Toby's Place
LOG2	S_LOG2							Ectdes	M			2016.08.26	8.1	10.4	12.0	Toby's Place
LOG3	S_LOG3							Tremar	M			2016.08.26	7.1	9.4	9.0	Toby's Place
LOG4	S_LOG4							Tremar	M			2016.08.26	6.5	8.8	7.6	Toby's Place
LOG5	S_LOG5							Tremar	M			2016.08.26	6.4	8.4	6.5	Toby's Place
LOG6	S_LOG6							Ectdes	M			2016.08.26	8.0	10.0	10.5	Toby's Place
LOG7	S_LOG7							Tremar	F			2016.08.26	6.0	7.9	4.4	Toby's Place
LOG8	S_LOG8							Tremar	F			2016.08.26	5.9	7.8	4.8	Toby's Place
LOG9	S_LOG9							Tremar	F			2016.08.26	5.7	7.4	4.4	Toby's Place
LOH1	S_LOH1							Neofur	F			2016.08.27	8.0	11.4	10.7	Toby's Place
LOH2	S_LOH2							Neofur	F			2016.08.27	7.7	11.3	9.8	Toby's Place
LOH3	S_LOH3							Limdar	M			2016.08.27	9.5	11.6	22.2	Toby's Place
LOH4	S_LOH4							Neochr	F			2016.08.27	9.3	12.8	21.7	Toby's Place
LOH6	S_LOH6							Telvit	F			2016.08.27	2.9	3.5	0.2	Toby's Place
LOH7	S_LOH7							Loblab	F			2016.08.27	8.2	10.1	15.5	Toby's Place
LOH8	S_LOH8							Neofur	M			2016.08.27	9.4	13.3	16.8	Toby's Place
LOH9	S_LOH9							Petmac	F			2016.08.27	11.6	14.4	50.6	Toby's Place
LOI1	S_LOI1							Petmac	M			2016.08.27	11.9	14.6	52.4	Toby's Place
LOI2	S_LOI2							Petmac	M			2016.08.27	16.5	20.4	137.2	Toby's Place
LOA5	S_LOA5							Tromoo	F			2016.08.23	8.5	10.8	22.2	Isanga
LOA9	S_LOA9							Lepelo	F			2016.08.25	10.7	12.8	28.8	Chipwa Fishermen
LOC1	S_LOC1							Auldew	F			2016.08.26	6.2	8.2	6.3	Toby's Place
LOC9	S_LOC9							Neosav	F			2016.08.26	5.8	7.6	5.2	Toby's Place
LOE1	S_LOE1							XenorS	M		S_LOE1	2016.08.26	8.8	11.4	15.1	Chipwa Fishermen
LOE9	S_LOE9							Tromoo	M			2016.08.26	7.8	9.8	17.8	Isanga
MVD7	S_MVD7							XenspN	F?			2017.01.18	6.9	8.6	5.3	Nondwa Point
LOF1	S_LOF1							Tromoo	M			2016.08.26	7.9	9.4	15.6	Isanga
LOF2	S_LOF2							Tromoo	M			2016.08.26	9.0	11.6	29.4	Isanga
LOF3	S_LOF3							Tromoo	M			2016.08.26	7.6	9.5	15.0	Isanga
ONC7	S_ONC7							XenspN	M			2017.01.21	7.9	9.9	8.3	Kalalangabo
LOF4	S_LOF4							Tromoo	F			2016.08.26	7.0	8.7	12.8	Isanga
LOF5	S_LOF5							Tromoo	F			2016.08.26	7.2	8.7	12.3	Isanga
LOF6	S_LOF6							Simdia	F			2016.08.26	6.9	8.5	10.5	Toby's Place
LOH5	S_LOH5							Altfas	F			2016.08.27	4.6	5.5	2.0	Toby's Place
LOI3	S_LOI3							Petmac	M			2016.08.27	12.2	14.6	50.8	Toby's Place
QJC2	S_QJC2							Neoleu	F			2017.02.06	5.4	6.7	3.5	Bulu Point
